Customerorder nummer,klantnr,AAR nummer,RR code laden,RR code lossen,Laden van,Laden tot,Lossen van,Lossen tot,Operator,Logistieke service,Laadpartij,Laadstraat,Laadhuisnummer,Laadpostcode,Laadplaats,Laadland,Lospartij,Postcode laden,Land laden,Postcode lossen,Plaats lossen,TIS code lossen,OldName,Collectiedagen,rc_large_scheduled,Uitvoeringsdagen,rc_large_pickup_min,rc_large_pickup_median,rc_large_pickup_q95,rc_large_pickup_max,DropOffTime_min,DropOffTime_median,DropOffTime_max,dropoff_date,order_number,Transporthulpmiddeltype,DropOffTime2,Order_ID,AdresID,lat_laden,lon_laden,laadtijd_t,lostijd_t,RCP_equiv_ordered,RCP_equiv_realised,Pakketten_realised,HBR,ColloData_Klant_Naam,Accountnummer,postal_code__c,house_number__c,total,NMG,ALM,AME,AMS,APE,ARD,BOR,BRE,AL,HER,DEN,DTD,DOR,ELT,GOE,HAL,HEN,HGV,KOL,LEE,NAM,NIE,OEV,OPM,RID,SAS,SNI,STT,SON,TIL,UTR,VEN,VIL,WVN,WZN,WIL,WML,ZWO,MECH,ASN,%WEST,%OOST,%ZUID,%BE,Vulgraad,Pakketten_NMG
C5875084585,9008104,2137,2361KW32SP,2171TX2D,23:00:00,23:30:00,23:00:00,23:45:00,TransportBV,75,SPORTSHOPSDIRECT BV [HUISNR 32],VEERPOLDER,32,2361KW,WARMOND,NL,DEPOT SASSENHEIM,2361KW,NL,2171TX,SASSENHEIM,SSH-E,SAS,0,25,0,0,0,0,0,169,169,169,{'2022-05-23'},D108854656,{'RCP'},{'2022-05-23 23:19:00+02:00'},C5875084585,2361KW_VEERPOLDER_32_WARMOND_NL,52.1878355,4.5012073,170,171,25,0,0,10704906,SportshopsDirect B.V.,9008104,2361KW,32,45404,0.005616245,0.032486125,0.028830059,0.039225619,0.019183332,0.027310369,0.014778434,0.027200247,0.010373535,0.025196018,0.022773324,0.032221831,0.019249405,0.023279887,0.021892344,0.032882565,0.020813144,0.01794996,0.015284997,0.014668311,0.003391772,0.036274337,0.040833407,0.027354418,0.016210026,0.050502158,0.026407365,0.040018501,0.021319708,0.021782222,0.029094353,0.021606026,0.039291692,0.029380671,0.029534843,0.053123073,0.052352216,0.015923707,,,28.7,22.5,17.3,31.5,75.19,0
C5872062957,9296264,5629,5615PZ65B,5692CK402D,17:15:00,17:45:00,17:15:00,21:00:00,TransportBV,75,BOMBEECK [EINDHOVEN],MECKLENBURGSTRAAT,65,5615PZ,EINDHOVEN,NL,DEPOT SON,5615PZ,NL,5692CK,SON,SON-EK,SON,0,7,0,3,3,3,3,152,152,152,{'2022-05-23'},D108857274,{'RCP'},{'2022-05-23 19:04:00+02:00'},C5872062957,5615PZ_MECKLENBURGSTRAAT_65_EINDHOVEN_NL,51.4346447,5.4694633,147,160,7,3,42,9296264,Bombeeck Digital BV,9296264,5615PZ,65,1681,0.186198691,0.014277216,0.022605592,0.001189768,0.01784652,0.010113028,0.043426532,0.040452112,0.024985128,0.055919096,0.015466984,0.010707912,0.045211184,0.038072576,0.06246282,0.00297442,0.051160024,0.022010708,0.02379536,0.033313504,0.001189768,0.02082094,0.02676978,0.052944676,0.012492564,0.017251636,0.006543724,0.015466984,0.042236764,0.027364664,0.030339084,0.067816776,0.004164188,0.027364664,0.024390244,0.01189768,0.027364664,0.04759072,,,20.9,29.1,38.5,11.4,17.36,10
C5854326854,10473271,1087,1812RP13P,1114AN150D,23:00:00,23:30:00,23:00:00,0:15:00,TransportBV,75,PAINTPARTNERS BV,AMETHISTSTRAAT,13,1812RP,ALKMAAR,NL,DEPOT AMSTERDAM,1812RP,NL,1114AN,AMSTERDAM,ASD-JOA,AMS,0,15,0,9,9,9,9,172,172,172,{'2022-05-23'},D108857813,{'RCP'},{'2022-05-24 00:01:00+02:00'},C5854326854,1812RP_AMETHISTSTRAAT_13_ALKMAAR_NL,52.608388,4.7488931,170,173,15,9,295,10473271,Kerssens Schilderwerken B.V.,10473271,1812RP,13,10190,0.005004907,0.029440628,0.042983317,0.022473013,0.031207066,0.007262022,0.012168793,0.031207066,0.005397448,0.039450442,0.021000981,0.013542689,0.038370952,0.034347399,0.036408243,0.032679097,0.017075564,0.029636899,0.028459274,0.024141315,0.003925417,0.052993131,0.016192345,0.073012758,0.025417076,0.037389598,0.012266928,0.010794897,0.016192345,0.02423945,0.030814524,0.020902846,0.024337586,0.035525025,0.053680079,0.022669284,0.016388616,0.026005888,,,33.7,31.6,21.9,12.7,32.94,1
C5913150805,9006714,11103,2142EW29F,1165AA10D,21:30:00,22:00:00,21:30:00,23:00:00,TransportBV,75,HET FULFILMENT BEDRIJF BV,CRUQUIUSZOOM,29,2142EW,CRUQUIUS,NL,DEPOT HALFWEG,2142EW,NL,1165AA,HALFWEG,HW-LN,HAL,0,4,0,3,3,3,3,165,165,165,{'2022-05-23'},D108857627,{'RCP'},{'2022-05-23 22:15:00+02:00'},C5913150805,2142EW_CRUQUIUSZOOM_29_CRUQUIUS_NL,52.3316117,4.6270449,164,168,4,3,58,9006714,Astral Music,9006714,2142EW,29,1935,0.002583979,0.026873385,0.030490956,0.05374677,0.026873385,0.007235142,0.023255814,0.036692506,0.006718346,0.028940568,0.03255814,0.00878553,0.033591731,0.039793282,0.035142119,0.043410853,0.041860465,0.020671835,0.022222222,0.024806202,0.003617571,0.030490956,0.003617571,0.043927649,0.046511628,0.043927649,0.012403101,0.010852713,0.038242894,0.041860465,0.02118863,0.032041344,0.016537468,0.025839793,0.036175711,0.010852713,0.017054264,0.02118863,,,35.4,28.5,27,9.1,19.32,0
C5905031151,10500344,1701,1704SH10W,1716KJ332D,16:00:00,16:30:00,16:00:00,21:00:00,TransportBV,75,WALENCO,ZEPPELINSTRAAT,10,1704SH,HEERHUGOWAARD,NL,DEPOT OPMEER,1704SH,NL,1716KJ,OPMEER,OPM-V,OPM,0,3,0,1,1,1,1,143,143,143,{'2022-05-23'},D108857055,{'RCP'},{'2022-05-23 16:48:00+02:00'},C5905031151,1704SH_ZEPPELINSTRAAT_10_HEERHUGOWAARD_NL,52.6947813,4.8313715,142,160,3,1,30,10500344,Walenco,10500344,1704SH,10,3332,0.066026411,0.036014406,0.029111645,0.047719088,0.037515006,0.017707083,0.031212485,0.030312125,0.009003601,0.033913565,0.034213685,0.017406963,0.029411765,0.033013205,0.026710684,0.037815126,0.022809124,0.034813926,0.018307323,0.026110444,0.00060024,0.028511405,0.018307323,0.028511405,0.031812725,0.028511405,0.021608643,0.017707083,0.023409364,0.027611044,0.029111645,0.041716687,0.014705882,0.023109244,0.033913565,0.022809124,0.024909964,0.030012005,,,30.4,29.6,24.4,15.6,32.09,2
C6032551616,10442666,1066,1506RZ6H,1114AN150D,19:00:00,19:30:00,19:00:00,21:00:00,TransportBV,75,HORNBACH [ZAANDAM],SYMON SPIERSWEG,6,1506RZ,ZAANDAM,NL,DEPOT AMSTERDAM,1506RZ,NL,1114AN,AMSTERDAM,ASD-JOA,AMS,0,24,0,3,3,3,3,156,156,156,{'2022-05-23'},D108857016,{'RCP'},{'2022-05-23 20:00:00+02:00'},C6032551616,1506RZ_SYMON SPIERSWEG_6_ZAANDAM_NL,52.4252465,4.8235657,154,160,24,3,48,9016133,Hornbach Bouwmarkt (Nederland) B.V.,10442666,1506RZ,6,15391,0.168994867,0.039893444,0.03872393,0.037424469,0.03872393,0,0.042817231,0.040348255,0.009226171,0.038788903,0.04086804,0,0.043207069,0.039633552,0.030017543,0.030407381,0.022935482,0.039243714,0.03787928,0.029367812,0,0.047755182,0,0.031901761,0.041452797,0.031576896,0,0,0.039048795,0.033461114,0.028977974,0.03144695,0,0.042557339,0.039048795,0,0,0.033266195,,,33.3,36.7,29.9,0,19.38,10
C6014193246,9076266,NMG AMF1,3439JJ34B,3815KP8D,0:30:00,1:00:00,0:30:00,2:00:00,TransportBV,75,BFC XL iz. Bol.com [NIEUWEGEIN],INUNDATIEDOK,34,3439JJ,NIEUWEGEIN,NL,DEPOT AMERSFOORT,3439JJ,NL,3815KP,AMERSFOORT,AMF-WT,AME,0,48,1,20,20,20,20,180,180,180,{'2022-05-24'},D108896031,{'RCP'},{'2022-05-24 02:08:00+02:00'},C6014193246,3439JJ_INUNDATIEDOK_34_NIEUWEGEIN_NL,52.0223256,5.1228644,176,180,48,20,800,9930,Bol.Com,9076266,3439JJ,34,643776,4.66E-05,0.029100184,0.029643851,0.03094244,0.028143329,0.037680808,0.022456569,0.02364487,0.008319664,0.023115183,0.024371831,0.038814743,0.024211838,0.027118128,0.019659012,0.02572168,0.019466398,0.023382357,0.022006102,0.020055112,0.002336216,0.033674756,0.028307983,0.02333265,0.024183878,0.027810916,0.038749503,0.035075865,0.021547868,0.020083072,0.02345381,0.018590317,0.045800092,0.026978328,0.025443633,0.050119917,0.055269224,0.021387874,,,24.1,25.4,17.3,33.2,40,0
C6035336336,1112742,9637,9793PD110W,9615TP2D,21:30:00,22:00:00,21:30:00,23:35:00,TransportBV,75,WinParts,STADSWEG,110,9793PD,WINNEWEER,NL,DEPOT KOLHAM,9793PD,NL,9615TP,KOLHAM,KHM-O,KOL,0,23,0,11,11,11,11,157,157,157,{'2022-05-23'},D108854639,{'RCP'},{'2022-05-23 20:28:00+02:00'},C6035336336,9793PD_STADSWEG_110_WINNEWEER_NL,53.3097994,6.7459045,164,170,23,11,422,10478784,Winparts,1112742,9793PD,110,40165,0.053429603,0.031470185,0.033536661,0.012797212,0.040632391,0.023926304,0.035403959,0.027212747,0.008216109,0.030001245,0.023079796,0.022382671,0.027984564,0.031295904,0.031395494,0.020614963,0.032665256,0.044815138,0.045462467,0.036823105,0.001668119,0.024598531,0.022606747,0.03400971,0.02664011,0.019793352,0.01944479,0.028631893,0.027312337,0.025096477,0.021859828,0.030773061,0.017950952,0.022980207,0.029129839,0.025818499,0.027735591,0.034233786,,,21.9,35.6,23.5,19,40.54,24
C6050296541,9288835,2603 V,2266AD22W,2635DK10D,21:45:00,22:15:00,21:45:00,23:15:00,TransportBV,75,WEBSEND BV,NIEUWSTRAAT,22,2266AD,LEIDSCHENDAM,NL,DEPOT DEN HOORN,2266AD,NL,2635DK,DEN HOORN,HBD-H,DEN,0,4,0,4,4,4,4,166,166,166,{'2022-05-23'},D108855203,{'RCP'},{'2022-05-23 22:37:00+02:00'},C6050296541,2266AD_NIEUWSTRAAT_22_LEIDSCHENDAM_NL,52.0784665,4.395879,165,169,4,4,710,9288835,Websend BV,9288835,2266AD,22,23324,0,0.039915966,0.040473332,0.027225176,0.046561482,0,0.035414166,0.030697993,0.014491511,0.039915966,0.040387584,0,0.039915966,0.044074773,0.026624936,0.031812725,0.043303035,0.035971531,0.031083862,0.029411765,0,0.040430458,0,0.034127937,0.048447951,0.033484823,0,0,0.035971531,0.030354999,0.03365632,0.032841708,0,0.037900875,0.039358601,0,0,0.036143029,,,34.1,38.7,27.2,0,177.38,0
C6046977479,10588811,9609,9738AJ8C,9615TP2D,17:30:00,18:00:00,17:30:00,21:00:00,TransportBV,75,CERAMIC TOOLS BV,KWELDERGRAS,8,9738AJ,GRONINGEN,NL,DEPOT KOLHAM,9738AJ,NL,9615TP,KOLHAM,KHM-O,KOL,0,8,0,10,10,10,10,150,150,150,{'2022-05-23'},D108854802,{'RCP'},{'2022-05-23 18:42:00+02:00'},C6046977479,9738AJ_KWELDERGRAS_8_GRONINGEN_NL,53.2451577,6.5733838,148,160,8,8,309,10509949,Ceramic Tools B.V.,10588811,9738AJ,8,6981,0.067755336,0.028505945,0.030368142,0.008881249,0.036670964,0.020913909,0.032373585,0.033376307,0.009883971,0.040968343,0.024638304,0.021200401,0.030941126,0.027646469,0.040681851,0.016616531,0.030224896,0.042973786,0.023492336,0.036384472,0.001862197,0.023635582,0.023635582,0.029508666,0.022489615,0.023922074,0.014038103,0.033089815,0.027789715,0.033233061,0.021057155,0.045265721,0.018621974,0.025354534,0.029795158,0.028649191,0.026357255,0.034952013,,,21.2,31.5,28.5,18.8,41.42,22
C5989513996,10504920,M 5218,5048AV18G,5222AL4D,18:00:00,20:00:00,18:00:00,21:00:00,TransportBV,75,GEREEDSCHAP CENTRUM,SWAARDVENSTRAAT,18,5048AV,TILBURG,NL,DEPOT DEN BOSCH,5048AV,NL,5222AL,DEN BOSCH,HT-KK,HER,0,30,0,29,29,29,29,157,157,157,{'2022-05-23'},D108854804,{'RCP'},{'2022-05-23 20:16:00+02:00'},C5989513996,5048AV_SWAARDVENSTRAAT_18_TILBURG_NL,51.586635,5.0533023,156,160,30,29,411,10504920,Gereedschap centrum,10504920,5048AV,18,49847,0.222681405,0.022970289,0.028828214,0.009268361,0.032359019,0.041888178,0.02096415,0.026922382,0.006560074,0.032940799,0.024735691,0.031315826,0.026139988,0.023150842,0.028286557,0.015005918,0.023391578,0.034846631,0.025197103,0.032900676,0.048167392,0.020462616,0.025036612,0.029389933,0.024013481,0.017272855,0.025136919,0.04351315,0.021325255,0.029129135,0.020723414,0.026240295,0.050855618,0.021726483,0.022749614,0.031676931,0.027664654,0.027243365,,,19.1,27.1,21.2,32.5,18.22,118
C5917162653,1100361,ZB 8043,8013PE59C,8013RJ1D,18:00:00,19:00:00,18:00:00,22:00:00,Zelfbrenger,75,COOLSOUND SUPERSTORE,MARSWEG,59,8013PE,ZWOLLE,NL,DEPOT ZWOLLE,8013PE,NL,8013RJ,ZWOLLE,ZL-NK,ZWO,0,6.86,0,9.43,9.43,9.43,9.43,168,168,168,{'2022-05-23'},D108858112,{'RCB'},{'2022-05-23 23:00:00+02:00'},C5917162653,8013PE_MARSWEG_59_ZWOLLE_NL,52.4894803,6.12846,152,164,6.86,6.86,184,1100361,Coolsound Superstore B.V.,1100361,8013PE,59,12806,0.030142121,0.031235358,0.032250508,0.028346088,0.031781977,0.02873653,0.027096673,0.021942839,0.010073403,0.031079182,0.029517414,0.031001093,0.029361237,0.026315789,0.026159613,0.026940497,0.023426519,0.033812275,0.023895049,0.029126972,0.004138685,0.031079182,0.021942839,0.026550055,0.031079182,0.031079182,0.02483211,0.029126972,0.024129314,0.025925347,0.025847259,0.022957988,0.032875215,0.027330939,0.027643292,0.034436983,0.033031392,0.023895049,,,26.4,28.7,20.9,24,27.62,6
C5968057143,10350164,0004-NMG XL,B9130KAL1I,3433KE1S,15:30:00,16:30:00,15:30:00,21:00:00,TransportBV,90,KATOEN NATIE iz INTERGAMMA [KALLO] [BE] WH22,OUDEDIJK,1,9130,KALLO,BE,SKP NIEUWEGEIN-PELOTONSDOK,9130,BE,3433KE,SKP,SKP-NIWG-P,SKP,0,48,0,23,23,23,23,152,152,152,{'2022-05-23'},D108857415,{'RCP'},{'2022-05-23 19:05:00+02:00'},C5968057143,9130_OUDEDIJK_1_KALLO_BE,51.27085055,4.281575201,142,160,48,23,250,10350164,Intergamma B.V.,10350164,9130,1,52329,0.210399587,0.047029372,0.039156108,0.036862925,0.043302949,5.73E-05,0.032429437,0.027499092,0.012612509,0.032238338,0.038028627,0.000114659,0.034263984,0.039901393,0.044869957,0.035467905,0.032295668,0.042232796,0.035219477,0.03613675,3.82E-05,0.039423647,0,0.039920503,0.043341168,0.043685146,3.82E-05,0,0.026295171,0.02360068,0.033289381,0.036060311,7.64E-05,0.033499589,0.036079421,5.73E-05,0,0.034875499,,,35.3,39,25.7,0,13.76,67
C5965135672,10221926,61128,6101WT15L,6121RE107D,16:30:00,17:00:00,16:30:00,21:00:00,TransportBV,75,LABRO TRUCKACCESSOIRES,KELVINWEG,15,6101WT,ECHT,NL,DEPOT BORN,6101WT,NL,6121RE,BORN,BORN-HN,BOR,0,3,0,1,1,1,1,144,144,144,{'2022-05-23'},D108854581,{'RCP'},{'2022-05-23 17:04:00+02:00'},C5965135672,6101WT_KELVINWEG_15_ECHT_NL,51.1160228,5.8757936,144,160,3,1,13,10221926,Labro Truckaccessoires,10221926,6101WT,15,849,0.294464075,0.020023557,0.024734982,0,0.043580683,0.036513545,0.021201413,0.036513545,0.012956419,0.048292108,0.02237927,0.016489988,0.024734982,0.018845701,0.037691402,0.003533569,0.03180212,0.069493522,0.050647821,0.050647821,0.001177856,0.024734982,0.020023557,0.02237927,0.02237927,0.012956419,0.008244994,0.035335689,0.02237927,0.045936396,0.014134276,0.047114252,0.008244994,0.025912839,0.015312132,0.025912839,0.014134276,0.06360424,,,15.2,39.8,28.4,16.6,18.93,6
C5949601185,10166281,1090,1381DA8A,1114AN150D,17:00:00,17:30:00,17:00:00,21:00:00,TransportBV,75,ALLSAFE,CHOCOLADEWEG,8,1381DA,WEESP,NL,DEPOT AMSTERDAM,1381DA,NL,1114AN,AMSTERDAM,ASD-JOA,AMS,0,19.5,0,10.5,10.5,10.5,10.5,148,148,148,{'2022-05-23'},D108857450,{'PEU'},{'2022-05-23 18:00:00+02:00'},C5949601185,1381DA_CHOCOLADEWEG_8_WEESP_NL,52.3032452,5.0270872,146,160,19.5,10.5,31,10166281,ALLSAFE Management,10166281,1381DA,8,2649,0.661381653,0.047565119,0.044545111,0.089090223,0.034352586,0,0.030955077,0.020762552,0.007172518,0.038505096,0.038882597,0,0.026802567,0.038882597,0.029445074,0.057757644,0.021517554,0.04416761,0.025670064,0.029067573,0,0.050207626,0,0.032465081,0.043412609,0.030577576,0,0,0.029445074,0.035107588,0.028690072,0.030577576,0,0.03208758,0.036240091,0,0,0.026047565,,,39.6,36.2,24.2,0,8.62,60
C9239192027,10500509,PREM.5657,5704BS10M,5692CK402D,23:15:00,23:45:00,23:15:00,0:30:00,TransportBV,75,Suit Supply E-Commmerce,HEIBLOEMWEG,10,5704BS,HELMOND,NL,DEPOT SON,5704BS,NL,5692CK,SON,SON-EK,SON,0,15,0,16.5,16.5,16.5,16.5,175,175,175,{'2022-05-23'},D108857625,{'PEU'},{'2022-05-24 00:55:00+02:00'},C9239192027,5704BS_HEIBLOEMWEG_10_HELMOND_NL,51.4511091,5.7068452,171,174,15,15,400,10500509,Suit Supply BV,10500509,5704BS,10,17969,0,0.057988758,0.024597919,0.136568535,0.025321387,0,0.039957705,0.045355891,0.00517558,0.048361066,0.045244588,0,0.016806723,0.036674272,0.010406812,0.092603929,0.016584117,0.008125104,0.033223886,0.007624242,0,0.060326117,0,0.013578942,0.085758807,0.04930714,5.57E-05,0,0.014191107,0.016250209,0.041070733,0.01035116,0,0.024709221,0.021203183,0,0,0.012577216,,,51.5,28.3,20.2,0,26.64,0
C9233586102,10411157,1084,1327EB21C,1114AN150D,21:30:00,22:00:00,21:30:00,23:30:00,TransportBV,75,CARO'S ATELIER,DE HUCHTSTRAAT,21,1327EB,ALMERE,NL,DEPOT AMSTERDAM ZUIDOOST,1327EB,NL,1114AN,AMSTERDAM,ASD-JOA,AMS,0,6.86,0,3.43,3.43,3.43,3.43,170,170,170,{'2022-05-23'},D108854793,{'RCB'},{'2022-05-23 23:33:00+02:00'},C9233586102,1327EB_DE HUCHTSTRAAT_21_ALMERE_NL,52.3606103,5.2605116,164,170,6.86,3.43,161,10467771,Caro's Atelier,10411157,1327EB,21,3333,0.00060006,0.04380438,0.03960396,0.01110111,0.03540354,0.03420342,0.02430243,0.02910291,0.01320132,0.02460246,0.01950195,0.02520252,0.02910291,0.03450345,0.03810381,0.0150015,0.01890189,0.03420342,0.03210321,0.03480348,0.00360036,0.03090309,0.02160216,0.03090309,0.01980198,0.03270327,0.02520252,0.02940294,0.02370237,0.02220222,0.02760276,0.02370237,0.02880288,0.02730273,0.0270027,0.02610261,0.02790279,0.03480348,,,22.4,33.9,21.5,22.2,46.85,0
C9220404922,7999284,59112,5804CE16C,5928SC66D,14:00:00,14:30:00,14:00:00,17:00:00,TransportBV,75,CJ WILDBIRDSFOOD,ENERGIEWEG,16,5804CE,VENRAY,NL,DEPOT VENLO,5804CE,NL,5928SC,VENLO,VL-PO,VEN,0,22.5,0,18,18,18,18,138,138,138,{'2022-05-23'},D108856105,{'PEU'},{'2022-05-23 15:40:00+02:00'},C9220404922,5804CE_ENERGIEWEG_16_VENRAY_NL,51.5475473,5.9815559,134,144,22.5,18,512,7999284,CJ Wildbird Foods LtdVivara,7999284,5804CE,16,40385,0.014485576,0.032264455,0.036275845,0.018447443,0.038157732,0.023424539,0.027336883,0.024043581,0.008765631,0.027435929,0.018719822,0.025752136,0.028574966,0.03828154,0.031051133,0.022632165,0.020973134,0.032437786,0.03323016,0.021616937,0.030011143,0.035433948,0.015476043,0.030506376,0.022211217,0.027708308,0.02181503,0.023944534,0.026693079,0.020205522,0.023919772,0.027213074,0.045214807,0.024068342,0.028005448,0.032091123,0.032016838,0.024043581,,,22.5,31.3,21.3,25,28.86,8
C9273933000,10177876,7526,7602KR18T,7554RR1D,22:15:00,22:45:00,22:15:00,23:30:00,TransportBV,75,TRONIOS,BEDRIJVENPARK TWENTE N,18,7602KR,ALMELO,NL,DEPOT HENGELO,7602KR,NL,7554RR,HENGELO,HGL-Z,HEN,0,30,0,20.5,20.5,20.5,20.5,168,168,168,{'2022-05-23'},D108857624,{'RCP'},{'2022-05-23 23:00:00+02:00'},C9273933000,7602KR_BEDRIJVENPARK TWENTE N_18_ALMELO_NL,52.3825498,6.6038886,167,170,30,20.5,372,10177876,Tronios B.V.,10177876,7602KR,18,23977,0.076531676,0.027943446,0.028652459,0.027317846,0.035283814,0.026358594,0.032906535,0.028652459,0.008716687,0.038578638,0.027943446,0.027067606,0.02652542,0.031655336,0.023689369,0.02281353,0.031947283,0.03545064,0.028360512,0.0264003,0.003920424,0.03173875,0.020686491,0.026733953,0.028151979,0.026859073,0.020102598,0.026108354,0.029236352,0.030487551,0.023605956,0.034407974,0.024064729,0.024273262,0.026859073,0.029278058,0.028527339,0.028694165,,,24.3,30.6,24.4,20.6,19.65,31
C9259276324,10404784,Expres 1163,1014BT44S,1165AA10D,15:30:00,16:00:00,15:30:00,18:15:00,Zelfbrenger,75,SIEBEL JUWELIERS,ZEKERINGSTRAAT,44,1014BT,AMSTERDAM,NL,DEPOT HALFWEG,1014BT,NL,1165AA,HALFWEG,HW-LN,HAL,0,48,0,2.4,2.4,2.4,2.4,144,144,144,{'2022-05-23'},D108858163,{'LLO'},{'2022-05-23 17:00:00+02:00'},C9259276324,1014BT_ZEKERINGSTRAAT_44_AMSTERDAM_NL,52.3970879,4.849419,140,149,48,2.4,72,10404784,Siebel Jewelry B.V.,10404784,1014BT,44,2108,0,0.052656546,0.052182163,0.034155598,0.05740038,0,0.025142315,0.029886148,0.025142315,0.035104364,0.04886148,0,0.036053131,0.04459203,0.037476281,0.037001898,0.028462998,0.020872865,0.023719165,0.028937381,0,0.045066414,0,0.023719165,0.040796964,0.047912713,0,0,0.033206831,0.023719165,0.035104364,0.020872865,0,0.046963947,0.037001898,0,0,0.027988615,,,37.7,38.2,24.1,0,30,0
C9178056094,10468813,8022,8013NC2DA,8013RJ1D,19:30:00,20:00:00,19:30:00,21:00:00,TransportBV,75,DA RETAIL,BENJAMIN FRANKLINSTRAAT,2,8013NC,ZWOLLE,NL,DEPOT ZWOLLE,8013NC,NL,8013RJ,ZWOLLE,ZL-NK,ZWO,0,7,0,5,5,5,5,158,158,158,{'2022-05-23'},D108857829,{'RCP'},{'2022-05-23 20:30:00+02:00'},C9178056094,8013NC_BENJAMIN FRANKLINSTRAAT_2_ZWOLLE_NL,52.4922517,6.1243054,156,160,7,5,174,2144496,Holland Pharma B.V.,10468813,8013NC,2,4397,0.031839891,0.018876507,0.028428474,0.02569934,0.038435297,0,0.024562202,0.036843302,0.002501706,0.048896975,0.022060496,0,0.016602229,0.030247896,0.041619286,0.009324539,0.088469411,0.105299068,0.043666136,0.058448942,0,0.056856948,0,0.037980441,0.024562202,0.017966796,0,0,0.00614055,0.038890152,0.027291335,0.014555379,0,0.01341824,0.040482147,0,0,0.081874005,,,22.1,55.1,22.8,0,35.88,6
C9183081772,10424517,56155,5427CG2P,5692CK402D,22:00:00,22:30:00,22:00:00,23:30:00,TransportBV,75,PUUR MIEKE,SCHUTBOOM,2,5427CG,BOEKEL,NL,DEPOT SON,5427CG,NL,5692CK,SON,SON-EK,SON,0,7,0,5,5,5,5,168,168,168,{'2022-05-23'},D108854791,{'RCP'},{'2022-05-23 23:00:00+02:00'},C9183081772,5427CG_SCHUTBOOM_2_BOEKEL_NL,51.603775,5.6656776,166,170,7,5,225,10424517,Puur Mieke,10424517,5427CG,2,5463,0,0.031118433,0.035694673,0.025260846,0.043382757,0.012447373,0.027274391,0.029654036,0.00933553,0.039172616,0.024711697,0.016291415,0.036060772,0.029104887,0.037891269,0.027274391,0.024528647,0.036060772,0.026542193,0.030935383,0.002928794,0.036792971,0.014460919,0.042650558,0.024162548,0.030020135,0.021965953,0.014827018,0.031850632,0.025077796,0.025993044,0.030569284,0.017572762,0.034413326,0.031667582,0.01848801,0.022698151,0.031118433,,,27.5,32.5,25.8,14.2,45.05,0
C9194278750,10280091,2737,2408AN54A,2742RJ2D,20:30:00,21:00:00,20:30:00,22:00:00,TransportBV,75,AVANTISPORT,A. VAN LEEUWENHOEKSEWEG,54,2408AN,ALPHEN AAN DEN RIJN,NL,DEPOT WADDINXVEEN,2408AN,NL,2742RJ,WADDINXVEEN,WVN-O,WVN,0,12,0,7,7,7,7,158,158,158,{'2022-05-23'},D108857254,{'RCP'},{'2022-05-23 20:44:00+02:00'},C9194278750,2408AN_A. VAN LEEUWENHOEKSEWEG_54_ALPHEN AAN DEN RIJN_NL,52.1262579,4.6333443,160,164,12,7,388,10478082,Avantisport B.V.,10280091,2408AN,54,8935,0.000223839,0.034135422,0.039619474,0.03659765,0.037493005,0.01343033,0.029210968,0.031225518,0.00962507,0.032344712,0.033016228,0.012758814,0.033575825,0.031001679,0.027867935,0.030554001,0.026189144,0.032344712,0.025293788,0.027308338,0.00190263,0.036373811,0.013094572,0.034471181,0.035814214,0.033687745,0.014773363,0.01533296,0.029658646,0.028091774,0.026748741,0.028203693,0.016899832,0.034135422,0.037716844,0.020593173,0.018242865,0.030665921,,,31.2,32,24,12.7,55.41,0
C9342413462,3353275,61107 WL,6247EP33M,6121RE107D,17:00:00,17:30:00,17:00:00,21:00:00,TransportBV,75,MEDIREVA GRONSVELD,VEILINGWEG,33,6247EP,GRONSVELD,NL,DEPOT BORN,6247EP,NL,6121RE,BORN,BORN-HN,BOR,0,48,0,42,42,42,42,147,147,147,{'2022-05-23'},D108855072,{'RCP'},{'2022-05-23 17:59:00+02:00'},C9342413462,6247EP_VEILINGWEG_33_GRONSVELD_NL,50.8045887,5.7211938,146,160,48,42,1065,3353275,Gadea B.V.,3353275,6247EP,33,201830,0.003210623,0.020205123,0.023623842,0.011816876,0.037521677,0.001729178,0.220784819,0.042362384,0.012728534,0.032393599,0.020983005,0.001744042,0.030649557,0.041966011,0.057597978,0.011197542,0.028667691,0.022231581,0.027513254,0.018783134,0.000292325,0.02617054,0.001654858,0.017777337,0.044809989,0.02201853,0.001570629,0.002180053,0.03318139,0.025541297,0.018639449,0.057256107,0.002189962,0.032368825,0.015012634,0.002328692,0.002353466,0.03015409,,,20.7,27.7,50,1.6,25.43,3
