,AAR nummer,Gecombineerde order,Customerorder nummer,Laadpartij,Laadstraat,Laadhuisnummer,Laadpostcode,Laadplaats,Laadland,RR code laden,Laden van,Laden tot,Operator,Logistieke service,Lospartij huidig,Lospartij voorstel,Gepland lossen van huidig,Gepland lossen tot huidig,Median lostijd huidig gerealiseerd,Lostijd voorstel,#RCP equiv georderd,#RCP equiv gerealiseerd (max),Vulgraad,#Pakketten gerealiseerd (max),#Pakketten_NMG,Transporthulpmiddeltype,Collectiedag,Dagen uitgevoerd,%WEST,%OOST,%ZUID,%BE,huidig=voorstel
530,52103,1022,C2856476979,ELEKTROSHOP,KIEVITSVEN,98,5249JK,ROSMALEN,NL,5249JK98E,16:30:00,17:00:00,TransportBV,75.0,DEPOT DEN BOSCH,DEPOT DEN BOSCH,16:30:00,21:00:00,18:15:00,17:30:00,4.0,1.0,46.04,45.0,1.0,{'RCP'},Maandag,{'2022-05-23'},25.8,35.6,33.0,5.6,True
531,2976,851,C2855330908,DAKA SPORT [ROTTERDAM],ABRAHAM VAN STOLKWEG,90,3041JA,ROTTERDAM,NL,3041JA90D,17:00:00,17:30:00,TransportBV,75.0,DEPOT RIDDERKERK,DEPOT RIDDERKERK,17:00:00,21:00:00,18:30:00,18:15:00,12.0,2.0,46.68,91.0,2.0,{'RCP'},Maandag,{'2022-05-23'},32.8,43.9,20.0,3.3,True
532,1054,734,C3725544276,Skins Cosmetics B.V.,LATEXWEG,10,1047BJ,AMSTERDAM,NL,1047BJ10S,19:30:00,20:00:00,TransportBV,75.0,DEPOT AMSTERDAM,DEPOT AMSTERDAM ZUIDOOST,19:30:00,21:00:00,20:45:00,20:15:00,6.0,3.0,110.58,331.0,1.0,{'RCP'},Maandag,{'2022-05-23'},47.2,28.4,19.1,5.3,False
533,3821,787,C3716479395,XiaomiProducts,ANTHONIE FOKKERSTRAAT,59,3772MP,BARNEVELD,NL,3772MP59X,21:00:00,22:00:00,TransportBV,75.0,DEPOT AMERSFOORT,DEPOT ALMERE,21:00:00,23:00:00,21:45:00,22:30:00,15.0,9.0,49.32,438.0,6.0,{'RCP'},Maandag,{'2022-05-23'},28.4,25.8,21.3,24.5,False
534,3847,,C3690116927,AS WATSON iz KRUIDVAT [EDE],CELSIUSSTRAAT,37,6716BZ,EDE GLD,NL,6716BZ37W,20:30:00,21:00:00,TransportBV,75.0,DEPOT AMERSFOORT,DEPOT AMERSFOORT,20:30:00,22:30:00,22:30:00,21:15:00,48.0,21.0,20.79,437.0,0.0,{'RCP'},Maandag,{'2022-05-23'},32.3,38.4,29.3,0.0,True
535,5069 XL,,C3742134797,BABY DUMP,NIJNSELSEWEG,26,5492HE,SINT-OEDENRODE,NL,5492HE26B,13:30:00,14:30:00,TransportBV,75.0,DEPOT TILBURG,DEPOT SON,13:30:00,16:00:00,17:30:00,14:30:00,20.0,18.0,23.16,396.0,20.0,{'RCP'},Maandag,{'2022-05-23'},28.5,31.7,21.7,18.1,False
536,35126,,C3636882887,PETS PLACE,GALVANISTRAAT,100,6716AE,EDE,NL,6716AE100P,22:00:00,22:30:00,TransportBV,75.0,DEPOT UTRECHT,DEPOT NIEUWEGEIN,22:00:00,23:30:00,23:15:00,23:00:00,48.0,35.0,21.06,712.0,25.0,{'RCP'},Maandag,{'2022-05-23'},28.1,29.2,24.6,18.1,False
537,1155,152,C3632531801,FRIEDERICHS,NIJVERHEIDSWEG,15,2102LJ,HEEMSTEDE,NL,2102LJ15F,16:30:00,17:00:00,TransportBV,75.0,DEPOT HALFWEG,DEPOT HALFWEG,16:30:00,21:00:00,17:30:00,18:00:00,5.85,3.0,43.07,129.0,0.0,"{'PBL', 'RCP'}",Maandag,{'2022-05-23'},30.3,21.3,24.1,24.3,True
538,5909,527,C3622052784,DIERENARTSENPRAKTIJK HORST,HANDELSTRAAT,17,5961PV,HORST,NL,5961PV17D,20:00:00,20:30:00,TransportBV,75.0,DEPOT VENLO,DEPOT VENLO,20:00:00,22:00:00,21:00:00,21:00:00,40.0,39.0,32.24,1256.0,1.0,{'RCP'},Maandag,{'2022-05-23'},23.9,30.4,24.8,20.9,True
539, 6642,781,C3674676827,ENVELOPRINT,HELMKAMP,33,7091HR,DINXPERLO,NL,7091HR33E,20:00:00,20:30:00,TransportBV,75.0,DEPOT ELST,DEPOT ELST,20:00:00,21:30:00,23:30:00,21:15:00,10.0,7.0,10.19,71.0,0.0,{'RCP'},Maandag,{'2022-05-23'},28.3,44.8,25.8,1.2,True
540,9661,,C3664821011,WOVAR B.V.,EMDENWEG,1,9723TA,GRONINGEN,NL,9723TA1W,22:00:00,22:30:00,TransportBV,75.0,DEPOT KOLHAM,DEPOT KOLHAM,22:00:00,23:30:00,23:15:00,22:30:00,30.0,30.0,28.64,713.0,146.0,{'RCP'},Maandag,{'2022-05-23'},24.1,34.8,24.5,16.6,True
541,5908,,C3660819887,DEHCOS,JOHN F.KENNEDYLAAN,239,5981WZ,PANNINGEN,NL,5981WZ239D,22:15:00,22:45:00,TransportBV,75.0,DEPOT VENLO,DEPOT BORN,22:15:00,23:15:00,22:45:00,23:15:00,3.0,1.0,69.54,70.0,0.0,{'RCP'},Maandag,{'2022-05-23'},28.4,32.3,26.8,12.4,False
542,3548,406,C3769235480,SARENO BV (Pand FITNESSDELIVERY),NIEUWE HAVENWEG,51,1216BL,HILVERSUM,NL,1216BL51S,21:00:00,21:30:00,TransportBV,75.0,DEPOT UTRECHT,DEPOT ALMERE,21:00:00,22:15:00,22:00:00,22:45:00,16.0,7.0,15.86,59.0,52.0,{'RCP'},Maandag,{'2022-05-23'},33.7,31.9,24.1,10.4,False
543,3308,1073,C3844105919,FUJICOLOR,FRANSEWEG,65,4651GE,STEENBERGEN,NL,4651GE65F,16:45:00,17:15:00,TransportBV,75.0,DEPOT DORDRECHT,DEPOT DORDRECHT,16:45:00,19:35:00,18:30:00,17:45:00,8.57,2.57,40.65,104.0,1.0,{'RCB'},Maandag,{'2022-05-23'},12.8,19.5,11.9,55.8,True
544,5211,,C3842874680,MY JEWELLERY,RIETVELDENWEG,55,5222AP,'S-HERTOGENBOSCH,NL,5222AP55J,23:00:00,23:30:00,TransportBV,75.0,DEPOT DEN BOSCH,DEPOT DEN BOSCH,23:00:00,00:15:00,23:15:00,23:30:00,24.0,15.5,50.99,790.0,0.0,{'RCP'},Maandag,{'2022-05-23'},19.1,33.7,27.8,19.5,True
545,5208,,C3839748698,ALLERGIEZORG B.V.,DE RING,5,5261LM,VUGHT,NL,5261LM5A,15:30:00,16:00:00,TransportBV,75.0,DEPOT DEN BOSCH,DEPOT DEN BOSCH,15:30:00,18:00:00,15:45:00,16:00:00,8.0,3.0,26.06,73.0,5.0,{'RCP'},Maandag,{'2022-05-23'},32.0,34.2,24.5,9.3,True
546,M 8016 CC,,C3822424657,Azerty,TJALKSTRAAT,4,8102HG,RAALTE,NL,8102HG4A,23:00:00,23:30:00,TransportBV,75.0,DEPOT ZWOLLE,DEPOT ZWOLLE,23:00:00,00:15:00,23:30:00,23:45:00,19.08,19.08,26.74,504.0,6.0,"{'PBL', 'RCP'}",Maandag,{'2022-05-23'},27.6,42.2,20.9,9.3,True
547,4481 CC,,C3782136449,DRANKGIGANT.NL,PRESIDENT ROOSEVELTLAAN,774,4382NB,VLISSINGEN,NL,4382NB774D,18:00:00,18:30:00,TransportBV,75.0,DEPOT GOES,DEPOT DORDRECHT,18:00:00,21:00:00,19:15:00,19:45:00,48.0,48.0,18.22,874.0,0.0,"{'RCP', 'PEU'}",Maandag,{'2022-05-23'},31.1,28.6,26.5,13.9,False
548,5957,95,C3773694292,FASCINO KOFFIEBRANDERIJ BV,CELSIUSSTRAAT,28,6003DG,WEERT,NL,6003DG28F,16:30:00,17:30:00,TransportBV,75.0,DEPOT VENLO,DEPOT VENLO,16:30:00,21:00:00,20:45:00,19:15:00,4.0,4.0,42.36,169.0,0.0,{'RCP'},Maandag,{'2022-05-23'},32.5,35.6,27.6,4.2,True
549,1060,187,C3770673004,TOM'S MODELAUTO BV,VOLTASTRAAT,51,1446VB,PURMEREND,NL,1446VB51T,16:30:00,17:00:00,TransportBV,75.0,DEPOT AMSTERDAM,DEPOT AMSTERDAM ZUIDOOST,16:30:00,21:00:00,18:30:00,18:30:00,12.0,10.0,9.5,95.0,0.0,{'RCP'},Maandag,{'2022-05-23'},25.1,27.4,25.6,21.8,False
550, 6619,,C3278923102,TACKLESHOP.NL,WEILAND,1,6666MH,HETEREN,NL,6666MH1T,17:15:00,17:45:00,TransportBV,75.0,DEPOT ELST,DEPOT ELST,17:15:00,21:00:00,17:45:00,18:00:00,4.0,3.0,31.17,77.0,16.0,{'RCP'},Maandag,{'2022-05-23'},30.7,34.1,24.3,10.9,True
551,56117,,C3401642666,SENDCLOUD (WAREHOUSE) [BEST nr28],DE MAAS,28,5684PL,BEST,NL,5684PL28S,21:45:00,22:15:00,TransportBV,75.0,DEPOT SON,DEPOT SON,21:45:00,22:45:00,22:15:00,22:15:00,48.0,42.5,60.45,2404.0,165.0,{'RCP'},Maandag,{'2022-05-23'},27.9,30.5,23.3,18.4,True
552,96104,843,C3400936828,TRENDBASE BV,POTTENBAKKERSTRAAT,39,9403VX,ASSEN,NL,9403VX39T,17:30:00,18:00:00,TransportBV,75.0,DEPOT KOLHAM,DEPOT ZWOLLE,17:30:00,21:00:00,20:45:00,19:00:00,3.0,1.0,72.21,72.0,0.0,{'RCP'},Maandag,{'2022-05-23'},26.6,30.0,22.3,21.1,False
553,1018,891,C3395067410,AQUAPLANTSONLINE,AALSMEERDERWEG,283,1432CN,AALSMEER,NL,1432CN9A,16:00:00,16:30:00,TransportBV,75.0,DEPOT AMSTERDAM ZUIDOOST,DEPOT AMSTERDAM ZUIDOOST,16:00:00,21:15:00,18:00:00,17:30:00,4.0,2.0,42.92,83.0,3.0,{'RCP'},Maandag,{'2022-05-23'},33.5,30.1,23.2,13.2,True
554,3831,514,C3374184993,PRINTERLAND,LAAN DER TECHNIEK,6,3903AT,VEENENDAAL,NL,3903AT6P,22:30:00,23:00:00,TransportBV,75.0,DEPOT AMERSFOORT,DEPOT UTRECHT,22:30:00,23:45:00,23:45:00,00:00:00,18.0,13.5,44.64,601.0,2.0,{'PEU'},Maandag,{'2022-05-23'},30.7,39.0,30.3,0.0,False
555,1032,,C3420607263,DIGITAL REVOLUTION [NEDERHORST DEN BERG-NIEUW WALDEN],NIEUW WALDEN,54,1394PC,NEDERHORST DEN BERG,NL,1394PC54D,20:00:00,20:30:00,TransportBV,75.0,DEPOT AMSTERDAM ZUIDOOST,DEPOT UTRECHT,20:00:00,21:30:00,21:00:00,21:00:00,48.0,29.0,44.64,1291.0,4.0,{'RCP'},Maandag,{'2022-05-23'},30.7,39.0,30.3,0.0,False
556,6189,99,C3373622371,PORZA BV,STRAELSEWEG,52,5911CR,VENLO,NL,5911CR52P,17:00:00,18:00:00,TransportBV,75.0,DEPOT VENLO,DEPOT VENLO,17:00:00,21:00:00,18:30:00,17:45:00,4.0,1.0,19.65,19.0,1.0,{'RCP'},Maandag,{'2022-05-23'},24.5,32.1,33.2,10.2,True
557,38103,590,C3535029781,MENEREIS SPORTS,OOSTERGRACHT,9,3763LX,SOEST,NL,3763LX9M,17:00:00,17:30:00,TransportBV,75.0,DEPOT AMERSFOORT,DEPOT ALMERE,17:00:00,21:00:00,18:15:00,18:00:00,13.0,7.0,13.41,94.0,0.0,{'RCP'},Maandag,{'2022-05-23'},0.0,0.4,0.2,99.4,False
558,2974,,C3522746155,P.G. SECURITY SYSTEMS BV,FLORIJNSTRAAT,77,2988CL,RIDDERKERK,NL,2988CL77P,16:45:00,17:15:00,TransportBV,75.0,DEPOT RIDDERKERK,DEPOT RIDDERKERK,16:45:00,21:00:00,17:45:00,17:15:00,11.0,9.5,13.95,132.0,1.0,"{'RCP', 'PEU'}",Maandag,{'2022-05-23'},34.7,29.3,34.0,1.9,True
559,1733,147,C3520286635,MERKALA,HAVINGHASTRAAT,33,1817DA,ALKMAAR,NL,1817DA33M,20:45:00,21:15:00,TransportBV,75.0,DEPOT OPMEER,DEPOT OPMEER,20:45:00,21:45:00,22:00:00,22:00:00,12.0,10.5,85.21,894.0,0.0,{'RCP'},Maandag,{'2022-05-23'},35.4,34.4,25.4,4.8,True
560,3433,,C3509186565,ELGERSMA,TUINSCHOUW,10,4131MD,VIANEN,NL,4131MD10E,16:30:00,17:00:00,TransportBV,75.0,DEPOT NIEUWEGEIN,DEPOT NIEUWEGEIN,16:30:00,21:00:00,17:30:00,17:00:00,3.0,2.0,53.82,108.0,0.0,{'RCP'},Maandag,{'2022-05-23'},34.2,39.8,25.9,0.0,True
561,48133,,C3569167707,HAREN VAN,TIELENSTRAAT,5,5145RC,WAALWIJK,NL,5145RC5H,23:30:00,00:00:00,TransportBV,75.0,DEPOT BREDA,DEPOT DEN BOSCH,23:30:00,00:45:00,00:30:00,00:15:00,48.0,40.0,47.74,1910.0,0.0,{'RCP'},Maandag,{'2022-05-23'},34.3,33.8,31.4,0.6,False
562,2763,309,C3562685660,DEKKER ZEVENHUIZEN,NIJVERHEIDSCENTRUM,2,2761JP,ZEVENHUIZEN,NL,2761JP2D,15:00:00,15:30:00,TransportBV,75.0,DEPOT WADDINXVEEN,DEPOT WADDINXVEEN,15:00:00,17:30:00,16:00:00,16:30:00,11.67,7.38,23.43,171.0,1.0,"{'PBL', 'RCB'}",Maandag,{'2022-05-23'},27.5,40.2,29.8,2.4,True
563,34105,820,C3539558323,HANDELSONDERNEMING HUISMAN,NIJVERHEIDSTRAAT,22,4143HM,LEERDAM,NL,4143HM22H,16:00:00,18:00:00,TransportBV,75.0,DEPOT NIEUWEGEIN,DEPOT NIEUWEGEIN,16:00:00,21:00:00,17:30:00,18:15:00,7.71,4.29,25.25,108.0,0.0,{'RCB'},Maandag,{'2022-05-23'},35.3,33.9,21.4,9.4,True
564,PREM.2745,,C3463179327,KAMERA EXPRESS BV,ESSENLAAN,55,2908LJ,CAPELLE AAN DE IJSSEL,NL,2908LJ55K,00:00:00,00:30:00,TransportBV,75.0,DEPOT WADDINXVEEN,DEPOT WADDINXVEEN,00:00:00,01:30:00,00:15:00,00:30:00,5.0,3.0,40.44,116.0,5.0,{'RCP'},Maandag,{'2022-05-23'},28.1,26.4,18.7,26.8,True
565,5690 WL,,C3499677463,FITTINQ,SMARAGDWEG,52,5527LB,HAPERT,NL,5527LB52F,19:00:00,19:30:00,TransportBV,75.0,DEPOT SON,DEPOT DEN BOSCH,19:00:00,21:00:00,20:00:00,20:00:00,48.0,48.0,18.77,770.0,131.0,{'RCP'},Maandag,{'2022-05-23'},25.8,28.8,29.5,15.9,False
566, 3405,728,C3474164792,BNS DATA,WITBOOM,2,4131PL,VIANEN,NL,4131PL2B,20:30:00,21:00:00,TransportBV,75.0,DEPOT NIEUWEGEIN,DEPOT NIEUWEGEIN,20:30:00,22:00:00,21:00:00,21:30:00,12.0,8.0,10.2,82.0,0.0,{'RCP'},Maandag,{'2022-05-23'},23.8,34.3,40.5,1.4,True
567,5655 WY,,C7326996221,ZOOPLUS [TILBURG],LEDEBOERSTRAAT,46,5048AD,TILBURG,NL,5048AD46Z,16:30:00,17:00:00,TransportBV,75.0,DEPOT SON,DEPOT TILBURG,16:30:00,21:00:00,17:45:00,17:00:00,48.0,42.9,30.22,1271.0,25.0,{'LLO'},Maandag,{'2022-05-23'},18.8,18.2,14.5,48.5,False
568,6638code,290,C5234232619,LE MAGE,BREESTRAAT,15,5845AV,SINT ANTHONIS,NL,5845AV15L,22:00:00,22:30:00,TransportBV,75.0,DEPOT SON,DEPOT ELST,22:00:00,23:30:00,23:00:00,23:30:00,3.0,1.0,55.58,56.0,0.0,{'RCP'},Maandag,{'2022-05-23'},33.7,28.7,13.2,24.5,False
569,6602 V,606,C9428243921,PLATTE TV [NR 7],INNOVATIEWEG,7,7007CD,DOETINCHEM,NL,7007CD7P,21:00:00,21:30:00,TransportBV,75.0,DEPOT ELST,DEPOT ELST,21:00:00,22:30:00,23:00:00,22:00:00,25.0,25.0,14.38,165.0,195.0,{'RCP'},Maandag,{'2022-05-23'},33.0,35.6,27.8,3.6,True
570,2733,,C4973138593,H.B.M. 2E locatie,GROTE ESCH,490,2841MJ,MOORDRECHT,NL,2841MJ490H,14:00:00,14:30:00,TransportBV,75.0,DEPOT WADDINXVEEN,DEPOT WADDINXVEEN,14:00:00,15:30:00,13:45:00,14:30:00,48.0,48.0,21.11,918.0,96.0,{'RCP'},Maandag,{'2022-05-23'},18.9,34.0,26.0,21.1,True
571,1753,,C2996719100,SCHOUWKEUKENS,DE VEKEN,330,1716KJ,OPMEER,NL,1716KJ330S,15:00:00,16:00:00,TransportBV,75.0,DEPOT OPMEER,DEPOT OPMEER,15:00:00,21:00:00,14:45:00,16:00:00,15.0,8.0,18.2,139.0,6.0,{'RCP'},Maandag,{'2022-05-23'},32.4,35.6,31.1,0.9,True
572,2623,837,C3479100846,QUALITY STORES ONLINE BV [PER 15-04-2018],HUYGENSTRAAT,31,2652XK,BERKEL EN RODENRIJS,NL,2652XK35Q,22:00:00,22:30:00,TransportBV,75.0,DEPOT WADDINXVEEN,DEPOT DEN HOORN,22:00:00,23:00:00,23:15:00,22:45:00,13.0,11.0,36.33,399.0,1.0,{'RCP'},Maandag,{'2022-05-23'},22.0,30.4,24.9,22.7,False
573, 38119,,C6806386264,ANWB RETAIL,DALTONSTRAAT,21,3846BX,HARDERWIJK,NL,3846BX21A,22:00:00,22:30:00,TransportBV,75.0,DEPOT AMERSFOORT,DEPOT ALMERE,22:00:00,23:30:00,23:00:00,22:45:00,48.0,48.0,42.36,1614.0,0.0,{'RCP'},Maandag,{'2022-05-23'},30.6,40.4,29.1,0.0,False
574,M 48103,,C6903199409,IDL IZ MEDIAMARKT [ETTEN-LEUR],OUDE KERKSTRAAT,8,4878AA,ETTEN-LEUR,NL,4878AA8I,23:45:00,00:15:00,TransportBV,75.0,DEPOT BREDA,DEPOT BREDA,23:45:00,01:00:00,01:00:00,00:30:00,36.0,8.5,36.3,295.0,13.0,{'RCP'},Maandag,{'2022-05-23'},35.3,36.3,28.4,0.0,True
575,7577,,C6896909770,PIERIK ELEKTRO,HET POOLMAN,15,7545LX,ENSCHEDE,NL,7545LX15P,17:45:00,18:15:00,TransportBV,75.0,DEPOT HENGELO,DEPOT HENGELO,17:45:00,19:30:00,19:30:00,18:15:00,48.0,48.0,43.16,2014.0,58.0,{'RCP'},Maandag,{'2022-05-23'},25.1,40.7,33.1,1.1,True
576,0031MG,580,C6938887094,ARVATO BENELUX IZ RITUALS,BREM,1,6598MH,HEIJEN,NL,6598MH1A,20:30:00,21:00:00,TransportBV,75.0,DEPOT VENLO,DEPOT ELST,20:30:00,23:30:00,22:15:00,22:00:00,25.0,3.0,51.1,153.0,0.0,{'RCP'},Maandag,{'2022-05-23'},39.5,35.2,25.2,0.1,False
577,3312,553,C6416991171,MONTAPACKING [OUD GASTEL],WATERMOLEN,6,4751VK,OUD GASTEL,NL,4751VK6M,17:00:00,17:30:00,TransportBV,75.0,DEPOT DORDRECHT,DEPOT DORDRECHT,17:00:00,19:00:00,18:00:00,17:45:00,16.0,16.0,38.08,600.0,9.0,{'RCP'},Maandag,{'2022-05-23'},27.4,30.4,22.5,19.7,True
578,8931,,C6665688800,AXIHANDEL BV,ROOILIJN,2,9231DZ,SURHUISTERVEEN,NL,9231DZ2A,19:00:00,19:30:00,TransportBV,75.0,DEPOT LEEUWARDEN,DEPOT LEEUWARDEN,19:00:00,21:00:00,20:30:00,20:00:00,20.0,15.0,15.9,221.0,18.0,{'RCP'},Maandag,{'2022-05-23'},13.1,15.2,11.3,60.3,True
579,7500 CC,,C6583850576,PIERIK ELEKTRO,HET POOLMAN,15,7545LX,ENSCHEDE,NL,7545LX15P,22:00:00,22:30:00,TransportBV,75.0,DEPOT HENGELO,DEPOT HENGELO,22:00:00,23:15:00,23:00:00,22:30:00,47.5,40.0,43.16,1678.0,48.0,"{'RCP', 'PEU'}",Maandag,{'2022-05-23'},25.1,40.7,33.1,1.1,True
580,M 2686 V WL,,C6605477017,Koninklijke KPN N.V.,WESTVLIETWEG,7,2491EA,'S-GRAVENHAGE,NL,2491EA7K,23:30:00,00:00:00,TransportBV,75.0,DEPOT DEN HOORN,DEPOT WADDINXVEEN,23:30:00,00:30:00,00:15:00,00:15:00,16.0,7.5,92.44,693.0,0.0,{'RCP'},Maandag,{'2022-05-23'},35.0,39.4,25.6,0.0,False
581,8926,46,C7271265213,SWEET LIVING,JUMAWEG,6,9291MD,KOLLUM,NL,9291MD6S,17:30:00,18:00:00,TransportBV,75.0,DEPOT LEEUWARDEN,DEPOT LEEUWARDEN,17:30:00,21:00:00,18:30:00,18:30:00,10.0,10.0,4.35,15.0,29.0,{'RCP'},Maandag,{'2022-05-23'},30.4,34.4,24.4,10.9,True
582,4856,942,C7475045332,CONTROL MEDIA [ETTEN-LEUR] [NL],NIJVERHEIDSWEG,23,4879AP,ETTEN-LEUR,NL,4879AP23C,21:30:00,22:00:00,TransportBV,75.0,DEPOT BREDA,DEPOT RIDDERKERK,21:30:00,22:30:00,22:15:00,22:30:00,30.0,21.0,56.33,1095.0,88.0,{'PEU'},Maandag,{'2022-05-23'},26.7,34.5,23.3,15.5,False
583,34123,728,C7106473656,VG PRINT IZ KAARTJE2GO,LANGE DREEF,8,4131NH,VIANEN UT,NL,4131NH8V,21:00:00,21:30:00,TransportBV,75.0,DEPOT NIEUWEGEIN,DEPOT NIEUWEGEIN,21:00:00,22:30:00,21:00:00,21:30:00,5.0,3.0,75.68,227.0,0.0,{'RCP'},Maandag,{'2022-05-23'},6.6,10.3,8.4,74.6,True
584,3337,,C6976646486,LEEN BAKKER DC,KARPERWEG,3,4941SH,RAAMSDONKSVEER,NL,4941SH3L,12:30:00,13:00:00,TransportBV,75.0,DEPOT DORDRECHT,DEPOT DEN BOSCH,12:30:00,15:00:00,14:00:00,13:30:00,48.0,38.0,21.74,423.0,403.0,{'RCP'},Maandag,{'2022-05-23'},28.9,35.4,25.3,10.5,False
585,7341,,C7001687040,WOLFSWINKEL GROENTECHNIEK,KRIMWEG,13,7351AS,HOENDERLOO,NL,7351AS13W,17:45:00,18:15:00,TransportBV,75.0,DEPOT APELDOORN,DEPOT APELDOORN,17:45:00,21:00:00,19:15:00,18:30:00,10.0,8.0,37.25,275.0,23.0,{'RCP'},Maandag,{'2022-05-23'},14.0,38.4,23.0,24.7,True
586,9624,548,C7133993647,BRALEX WEBSHOPS,PEIZERWEG,97,9727AJ,GRONINGEN,NL,9727AJ97B,20:30:00,21:00:00,TransportBV,75.0,DEPOT KOLHAM,DEPOT KOLHAM,20:30:00,21:30:00,21:15:00,21:30:00,10.0,4.5,42.58,188.0,3.0,{'RCP'},Maandag,{'2022-05-23'},25.2,28.5,19.5,26.8,True
587,29124,804,C7116564591,PAARDEKOOPER VERPAKKINGEN,WILLEM BEUKELSZSTRAAT,16,3261LV,OUD BEIJERLAND,NL,3261LV16P,21:30:00,22:00:00,TransportBV,75.0,DEPOT RIDDERKERK,DEPOT RIDDERKERK,21:30:00,23:00:00,22:45:00,22:45:00,28.0,9.0,17.27,150.0,6.0,{'RCP'},Maandag,{'2022-05-23'},40.1,28.9,26.6,4.4,True
588,4847,,C5494969615,MONTAPACKING [BREDA],ZOETE INVAL,4,4815HK,BREDA,NL,4815HK4M,00:00:00,00:30:00,TransportBV,75.0,DEPOT BREDA,DEPOT BREDA,00:00:00,01:00:00,00:30:00,00:30:00,36.0,16.5,38.08,619.0,9.0,{'RCP'},Maandag,{'2022-05-23'},27.4,30.4,22.5,19.7,True
589,4895,,C5737931196,MONTAPACKING [BREDA],ZOETE INVAL,4,4815HK,BREDA,NL,4815HK4M,14:00:00,14:30:00,TransportBV,75.0,DEPOT BREDA,DEPOT BREDA,14:00:00,17:00:00,13:45:00,14:30:00,48.0,26.5,38.08,995.0,15.0,{'RCP'},Maandag,{'2022-05-23'},27.4,30.4,22.5,19.7,True
590,7331,717,C5734448651,DRUKWERKDEAL [DEVENTER],LONDENSTRAAT,5,7418EE,DEVENTER,NL,7418EE5D,22:45:00,23:15:00,TransportBV,75.0,DEPOT APELDOORN,DEPOT APELDOORN,22:45:00,23:45:00,23:30:00,23:30:00,15.0,13.0,56.33,678.0,54.0,{'RCP'},Maandag,{'2022-05-23'},26.7,34.5,23.3,15.5,True
591,6121,675,C5599824794,M2 TRADING,RIJKSWEG ZUID,212,6134AG,SITTARD,NL,6134AG212T,18:00:00,18:30:00,TransportBV,75.0,DEPOT BORN,DEPOT BORN,18:00:00,21:00:00,18:15:00,18:45:00,10.0,6.0,33.45,187.0,14.0,{'RCP'},Maandag,{'2022-05-23'},27.2,32.2,28.5,12.1,True
592,5220,517,C5628198774,MONTAPACKING [WASPIK],HOOIWEG,11,5165NL,WASPIK,NL,5165NL11M,23:15:00,23:45:00,TransportBV,75.0,DEPOT DEN BOSCH,DEPOT DEN BOSCH,23:15:00,00:15:00,00:15:00,00:30:00,14.0,4.0,38.08,150.0,2.0,{'RCP'},Maandag,{'2022-05-23'},27.4,30.4,22.5,19.7,True
593,3410,820,C5226700688,BRICKSHOP HOLLAND BV,EINSTEINSTRAAT,5,4207HW,GORINCHEM,NL,4207HW5B,17:30:00,18:00:00,TransportBV,75.0,DEPOT NIEUWEGEIN,DEPOT NIEUWEGEIN,17:30:00,21:00:00,19:15:00,18:15:00,7.0,7.0,29.19,204.0,0.0,{'RCP'},Maandag,{'2022-05-23'},26.5,28.2,21.7,23.7,True
594,89V56,,C5261148661,Van Lemmen Lederwaren,POLLUXWEG,1,8938AZ,LEEUWARDEN,NL,8938AZ1L,16:00:00,16:30:00,TransportBV,75.0,DEPOT LEEUWARDEN,DEPOT ZWOLLE,16:00:00,21:00:00,16:45:00,17:45:00,25.0,21.0,20.9,436.0,3.0,{'RCP'},Maandag,{'2022-05-23'},29.4,31.3,23.1,16.1,False
595,8902 CC,568,C5367107032,WITWAY,TUSSENDIEPEN,48,9206AE,DRACHTEN,NL,9206AE48W,17:00:00,17:30:00,TransportBV,75.0,DEPOT LEEUWARDEN,DEPOT LEEUWARDEN,17:00:00,21:00:00,17:45:00,17:45:00,10.5,9.0,12.34,51.0,60.0,"{'RCP', 'PEU'}",Maandag,{'2022-05-23'},16.2,35.4,28.7,19.7,True
596,7358,,C5421366681,BROCACEF/BENU DIRECT,ANTWERPENWEG,10,7418CR,DEVENTER,NL,7418CR10B,19:15:00,19:45:00,TransportBV,75.0,DEPOT APELDOORN,DEPOT APELDOORN,19:15:00,21:00:00,20:15:00,20:00:00,40.0,37.0,27.94,1034.0,0.0,{'RCP'},Maandag,{'2022-05-23'},30.3,38.6,31.0,0.1,True
597,48126,,C5348397490,LEEN BAKKER DC,KARPERWEG,3,4941SH,RAAMSDONKSVEER,NL,4941SH3L,16:15:00,16:45:00,TransportBV,75.0,DEPOT BREDA,DEPOT DEN BOSCH,16:15:00,17:45:00,16:45:00,17:15:00,48.0,48.0,21.74,534.0,509.0,{'RCP'},Maandag,{'2022-05-23'},28.9,35.4,25.3,10.5,False
598,7335,632,C5346000678,ONE STOP MOBILE,LIREWEG,11,7051HW,VARSSEVELD,NL,7051HW11O,22:15:00,22:45:00,TransportBV,75.0,DEPOT APELDOORN,DEPOT ELST,22:15:00,23:45:00,00:00:00,23:45:00,5.0,3.0,38.85,117.0,0.0,{'RCP'},Maandag,{'2022-05-23'},19.4,41.5,24.3,14.8,False
